"Created at:","Aug 10, 2025"
"Applied Filters:"
"Area Median Income","0 - 30%; 30 - 60%; 60 - 80%; 80 - 100%; 100 - 150%; 150%+"
"Building Age","Before 1940; 1940 - 59; 1960 - 79; 1980 - 99; 2000 - 19; 2020+"
"Heating Fuel Type","Utility Gas; Bottled Gas; Electricity; Fuel Oil; Coal; Wood; Solar; Other; None"
"Building Type","1 unit detached; 1 unit attached; 2 units; 3 - 4 units; 5 - 9 units; 10 - 19 units; 20 - 49 units; 50+ units; Boat/RV/Van; Mobile/Trailer"
Rent/Own,"Renter-occupied; Owner-occupied"

"Geography ID",Name,State,County,"Energy Burden (% income)","Energy Burden (% income) (Electricity)","Energy Burden (% income) (Gas)","Energy Burden (% income) (Other)","Avg. Annual Energy Cost ($)","Avg. Annual Energy Cost ($) (Electricity)","Avg. Annual Energy Cost ($) (Gas)","Avg. Annual Energy Cost ($) (Other)","Total Households","Household Income","Black/ African American (% pop.)","American Indian/ Native Alaskan (% pop.)","Asian (% pop.)","Native Hawaiian/ Other Pacific Islander (% pop.)","White Hispanic or Latino (% pop.)","White Non-Hispanic or Latino (% pop.)","Two or More Races (% pop.)","Other Races (% pop.)","Less Than High School (% pop.)","High School (% pop.)","Associates or Some College (% pop.)","Bachelors or Higher (% pop.)"
24009860901,"Census Tract 8609.01, Calvert County",Maryland,"Calvert County",2,1,0,0,2614,1962,440,212,2322,139733,7,0,4,0,1,85,3,0,3,20,30,46
24009860902,"Census Tract 8609.02, Calvert County",Maryland,"Calvert County",2,2,0,0,2872,2534,212,126,957,145602,17,1,1,0,1,73,6,2,4,18,47,30
24009861003,"Census Tract 8610.03, Calvert County",Maryland,"Calvert County",2,2,0,0,2973,2419,293,261,2354,140124,12,0,2,0,7,73,5,0,4,33,32,32
24009861004,"Census Tract 8610.04, Calvert County",Maryland,"Calvert County",2,2,0,0,2923,2393,292,238,2432,120017,15,0,0,0,3,72,8,2,5,30,25,40
24009861100,"Census Tract 8611, Calvert County",Maryland,"Calvert County",2,2,0,0,3242,2380,493,369,2273,149741,3,0,0,0,2,89,4,3,4,24,37,35
24011955000,"Census Tract 9550, Caroline County",Maryland,"Caroline County",5,3,1,1,4019,2621,826,572,950,79287,2,2,1,0,8,57,11,20,29,47,18,6
24011955100,"Census Tract 9551, Caroline County",Maryland,"Caroline County",4,2,1,0,3268,2261,568,439,2136,92597,6,4,0,0,2,78,9,0,9,43,29,19
24011955201,"Census Tract 9552.01, Caroline County",Maryland,"Caroline County",3,2,0,0,3050,2216,453,381,1497,97892,18,0,2,0,3,69,6,2,12,39,32,17
24011955202,"Census Tract 9552.02, Caroline County",Maryland,"Caroline County",3,2,1,0,3678,2316,871,491,801,130969,6,0,0,0,1,89,4,0,5,33,24,38
24011955301,"Census Tract 9553.01, Caroline County",Maryland,"Caroline County",3,2,0,0,3132,2196,426,510,1329,111542,9,0,0,0,0,85,5,0,4,37,39,21
24011955302,"Census Tract 9553.02, Caroline County",Maryland,"Caroline County",4,3,1,1,3072,2167,475,430,1133,73987,29,0,0,0,1,64,2,5,28,29,25,18
24011955400,"Census Tract 9554, Caroline County",Maryland,"Caroline County",3,2,1,1,4077,2380,941,756,838,142858,6,0,0,0,0,88,6,0,4,34,28,34
24011955500,"Census Tract 9555, Caroline County",Maryland,"Caroline County",4,2,1,1,3688,2394,642,652,1444,97701,10,0,0,0,1,81,5,4,8,33,34,25
24011955600,"Census Tract 9556, Caroline County",Maryland,"Caroline County",5,3,1,1,3149,2085,540,524,1885,62082,34,1,0,0,0,57,8,0,15,43,28,14
24013501001,"Census Tract 5010.01, Carroll County",Maryland,"Carroll County",2,2,0,0,2369,1848,227,294,1854,113002,12,0,1,0,2,83,3,0,3,30,33,33
24013501002,"Census Tract 5010.02, Carroll County",Maryland,"Carroll County",3,2,0,1,2698,1551,484,663,2112,99188,2,0,1,0,5,90,2,0,6,41,35,18
24013502000,"Census Tract 5020, Carroll County",Maryland,"Carroll County",2,1,0,1,3287,1677,318,1292,1521,145661,0,0,1,0,0,94,4,0,5,30,38,27
24013503000,"Census Tract 5030, Carroll County",Maryland,"Carroll County",2,1,0,1,2808,1625,485,698,2112,123725,1,0,1,0,0,95,2,1,12,35,28,25
24013504100,"Census Tract 5041, Carroll County",Maryland,"Carroll County",2,1,0,1,2973,1730,471,772,1858,144124,0,0,6,0,3,86,4,1,3,25,27,45
24013504201,"Census Tract 5042.01, Carroll County",Maryland,"Carroll County",2,1,0,1,3262,1740,527,995,2104,162078,4,0,1,0,2,89,3,1,4,22,19,55
24013504202,"Census Tract 5042.02, Carroll County",Maryland,"Carroll County",2,1,0,0,2754,1814,326,614,2262,150988,1,0,1,0,1,94,2,1,8,26,26,40
24013505101,"Census Tract 5051.01, Carroll County",Maryland,"Carroll County",2,1,1,0,2970,1758,947,265,1304,167127,9,0,5,0,2,80,4,1,3,12,25,61
24013505102,"Census Tract 5051.02, Carroll County",Maryland,"Carroll County",2,1,0,0,2954,1760,495,699,1975,162206,4,0,5,0,2,80,7,1,3,19,30,48
24013505203,"Census Tract 5052.03, Carroll County",Maryland,"Carroll County",1,1,0,0,2539,1636,838,65,1220,173157,13,0,7,0,1,73,4,2,1,11,23,64
24013505205,"Census Tract 5052.05, Carroll County",Maryland,"Carroll County",1,1,0,0,2347,1674,565,108,1211,158664,6,0,8,0,1,84,1,0,3,11,23,63
24013505206,"Census Tract 5052.06, Carroll County",Maryland,"Carroll County",2,1,0,0,2851,1678,589,584,1190,174361,3,0,3,0,2,84,6,2,1,23,22,54
24013505207,"Census Tract 5052.07, Carroll County",Maryland,"Carroll County",2,1,0,0,2468,1644,551,273,1274,157956,6,0,8,0,2,74,7,3,1,12,32,56
24013505208,"Census Tract 5052.08, Carroll County",Maryland,"Carroll County",1,1,0,0,2097,1420,444,233,1660,142634,15,0,1,0,1,78,5,0,5,10,26,59
24013506101,"Census Tract 5061.01, Carroll County",Maryland,"Carroll County",2,1,0,0,3014,1716,704,594,1810,147380,0,0,1,0,2,94,3,0,2,28,38,32
24013506102,"Census Tract 5061.02, Carroll County",Maryland,"Carroll County",2,1,0,0,2924,1740,511,673,1659,138962,2,1,1,0,0,94,1,1,4,29,35,32
24013506200,"Census Tract 5062, Carroll County",Maryland,"Carroll County",3,1,0,1,3181,1564,334,1283,2114,115674,1,1,0,0,4,91,3,0,1,48,27,25
24013507500,"Census Tract 5075, Carroll County",Maryland,"Carroll County",2,1,0,0,3070,1765,727,578,1291,155214,9,1,6,0,2,76,6,1,3,24,25,47
24013507601,"Census Tract 5076.01, Carroll County",Maryland,"Carroll County",2,1,1,0,2793,1661,707,425,1737,127803,5,0,1,0,3,79,8,4,12,21,28,39
24013507602,"Census Tract 5076.02, Carroll County",Maryland,"Carroll County",2,1,0,1,2203,1429,245,529,1896,102970,3,0,0,0,2,90,5,0,7,43,26,25
24013507702,"Census Tract 5077.02, Carroll County",Maryland,"Carroll County",2,1,0,1,2625,1384,273,968,1779,113669,2,0,0,0,4,88,3,3,2,31,23,44
24013507703,"Census Tract 5077.03, Carroll County",Maryland,"Carroll County",1,1,0,0,1640,1352,129,159,1636,115310,1,0,3,0,3,91,2,0,1,18,33,47
24013507704,"Census Tract 5077.04, Carroll County",Maryland,"Carroll County",2,1,0,0,2213,1544,449,220,2229,131837,3,0,3,0,1,83,8,2,7,21,32,41
24013507801,"Census Tract 5078.01, Carroll County",Maryland,"Carroll County",2,1,0,0,2196,1473,384,339,2640,100450,7,0,0,0,0,83,9,0,12,29,26,33
24013507802,"Census Tract 5078.02, Carroll County",Maryland,"Carroll County",2,1,0,1,2676,1476,379,821,1903,120078,2,0,2,0,2,88,3,4,13,19,30,38
24013508103,"Census Tract 5081.03, Carroll County",Maryland,"Carroll County",2,1,0,0,2336,1538,361,437,3240,119300,3,0,4,0,1,86,3,3,7,21,37,35
24013508200,"Census Tract 5082, Carroll County",Maryland,"Carroll County",2,1,0,1,3046,1570,376,1100,2598,129632,1,0,0,0,0,93,2,3,2,40,21,36
24013509001,"Census Tract 5090.01, Carroll County",Maryland,"Carroll County",2,1,0,0,2822,1802,361,659,1752,154901,1,0,1,0,2,93,1,2,9,25,31,36
24013509002,"Census Tract 5090.02, Carroll County",Maryland,"Carroll County",2,1,0,0,2939,1813,403,723,975,158265,4,0,1,1,2,86,5,2,6,27,30,36
24013510000,"Census Tract 5100, Carroll County",Maryland,"Carroll County",3,1,0,1,3201,1807,494,900,453,122114,4,0,0,0,0,95,1,0,14,32,21,33
24013511000,"Census Tract 5110, Carroll County",Maryland,"Carroll County",2,1,0,1,3171,1726,348,1097,1454,139513,4,0,0,0,1,90,5,0,3,30,28,39
24013512000,"Census Tract 5120, Carroll County",Maryland,"Carroll County",3,2,1,1,3290,1579,548,1163,647,99255,3,0,4,1,0,91,0,1,10,38,27,26
24013513001,"Census Tract 5130.01, Carroll County",Maryland,"Carroll County",2,1,0,0,2667,1774,665,228,1820,147417,2,0,1,0,3,88,5,1,7,13,34,47
24013513002,"Census Tract 5130.02, Carroll County",Maryland,"Carroll County",2,1,0,0,3062,1883,748,431,1775,177252,1,0,4,0,2,85,5,3,6,12,27,55
24013514100,"Census Tract 5141, Carroll County",Maryland,"Carroll County",2,1,0,0,3144,1788,655,701,1205,174939,0,1,1,0,6,88,4,0,4,12,29,55
24013514201,"Census Tract 5142.01, Carroll County",Maryland,"Carroll County",2,1,0,1,2843,1755,270,818,1882,157411,1,3,4,0,1,85,6,0,8,26,29,37
24013514202,"Census Tract 5142.02, Carroll County",Maryland,"Carroll County",2,1,0,1,3068,1759,399,910,1173,171073,4,0,1,0,0,88,6,1,2,18,33,47
24015030100,"Census Tract 301, Cecil County",Maryland,"Cecil County",3,2,1,0,3456,1951,997,508,2132,107374,3,0,1,0,0,97,0,0,4,45,19,31
24015030200,"Census Tract 302, Cecil County",Maryland,"Cecil County",3,2,1,1,3379,1798,897,684,2254,105610,1,1,0,0,2,92,4,1,3,34,35,28
24015030400,"Census Tract 304, Cecil County",Maryland,"Cecil County",4,3,1,0,2265,1579,499,187,2047,61108,14,0,0,0,0,73,7,5,11,42,31,16
24015030501,"Census Tract 305.01, Cecil County",Maryland,"Cecil County",3,2,1,1,3641,1987,890,764,1441,122381,3,0,0,0,0,88,4,4,5,40,25,30
24015030503,"Census Tract 305.03, Cecil County",Maryland,"Cecil County",4,2,1,0,2584,1646,721,217,2212,73416,11,0,2,0,2,73,7,4,2,35,33,30
24015030505,"Census Tract 305.05, Cecil County",Maryland,"Cecil County",3,2,1,0,3319,1752,1091,476,1335,107043,10,0,1,0,3,77,7,2,8,36,32,24
24015030507,"Census Tract 305.07, Cecil County",Maryland,"Cecil County",2,2,1,0,2413,1604,720,89,1661,99099,23,0,5,0,1,63,3,6,16,29,24,31
24015030508,"Census Tract 305.08, Cecil County",Maryland,"Cecil County",3,2,1,0,3140,2216,596,328,1706,111008,4,0,1,0,6,63,22,4,9,31,34,26
24015030601,"Census Tract 306.01, Cecil County",Maryland,"Cecil County",3,2,1,1,3819,1903,1021,895,1511,115217,0,0,0,0,1,97,1,0,6,36,33,24
24015030602,"Census Tract 306.02, Cecil County",Maryland,"Cecil County",3,2,1,1,2845,1645,657,543,2033,103711,15,0,5,0,1,70,7,2,5,18,20,57
24015030700,"Census Tract 307, Cecil County",Maryland,"Cecil County",3,2,1,0,3510,2000,971,539,1764,125252,1,0,1,0,4,87,3,4,2,21,41,35
24015030903,"Census Tract 309.03, Cecil County",Maryland,"Cecil County",3,2,1,0,2928,1768,852,308,2233,88598,20,0,0,0,0,74,4,2,6,43,29,22
24015030904,"Census Tract 309.04, Cecil County",Maryland,"Cecil County",2,1,1,0,3721,1953,1349,419,3005,164608,2,0,3,0,0,92,3,0,1,17,30,53
24015030905,"Census Tract 309.05, Cecil County",Maryland,"Cecil County",3,2,1,0,3349,2019,774,556,934,122816,3,0,0,0,4,90,3,0,8,39,33,20
24015030907,"Census Tract 309.07, Cecil County",Maryland,"Cecil County",3,2,1,0,3191,1804,984,403,1739,109841,4,0,3,0,5,86,2,1,3,15,29,53
24015030908,"Census Tract 309.08, Cecil County",Maryland,"Cecil County",3,2,1,0,3545,1874,1294,377,2027,120959,4,0,0,0,2,87,7,0,5,19,44,32
24015031201,"Census Tract 312.01, Cecil County",Maryland,"Cecil County",3,2,1,0,3431,1909,1037,485,2237,101929,7,0,0,0,3,83,6,1,8,40,30,22
24015031202,"Census Tract 312.02, Cecil County",Maryland,"Cecil County",3,2,1,1,2824,1694,643,487,1948,93020,12,0,0,0,1,81,4,1,8,28,35,29
24015031301,"Census Tract 313.01, Cecil County",Maryland,"Cecil County",3,1,1,1,3545,1932,744,869,1209,129875,2,0,0,0,6,89,1,1,1,41,39,19
24015031302,"Census Tract 313.02, Cecil County",Maryland,"Cecil County",3,2,1,1,3275,1838,623,814,2311,105250,1,0,4,0,1,84,6,4,10,31,35,23
24015031400,"Census Tract 314, Cecil County",Maryland,"Cecil County",3,2,1,1,3227,1911,741,575,1599,104813,3,0,0,0,1,90,7,0,14,35,34,17
24017850101,"Census Tract 8501.01, Charles County",Maryland,"Charles County",2,1,0,0,3139,1974,664,501,2393,136346,75,0,3,0,1,13,8,1,0,17,50,33
24017850102,"Census Tract 8501.02, Charles County",Maryland,"Charles County",3,2,1,1,3875,2192,690,993,830,119014,46,1,3,0,3,46,1,0,7,35,32,25
24017850201,"Census Tract 8502.01, Charles County",Maryland,"Charles County",2,2,0,0,2301,1888,404,9,251,109468,39,0,7,0,6,45,3,0,14,2,46,37
24017850202,"Census Tract 8502.02, Charles County",Maryland,"Charles County",3,2,0,1,3353,2123,393,837,2021,99908,49,1,2,0,0,43,3,1,5,40,34,21
24017850300,"Census Tract 8503, Charles County",Maryland,"Charles County",3,2,0,1,3522,2252,313,957,773,101690,36,0,1,0,1,55,5,1,7,33,40,20
24017850400,"Census Tract 8504, Charles County",Maryland,"Charles County",3,2,0,1,3523,2353,468,702,1313,111178,28,2,1,0,0,60,5,3,7,36,36,20
24017850500,"Census Tract 8505, Charles County",Maryland,"Charles County",3,2,0,0,3662,2620,362,680,1015,138431,12,0,0,0,4,70,14,0,5,38,22,34
24017850600,"Census Tract 8506, Charles County",Maryland,"Charles County",2,1,0,1,3969,2302,721,946,1740,160322,47,0,2,0,2,41,7,0,1,17,22,59
24017850706,"Census Tract 8507.06, Charles County",Maryland,"Charles County",2,1,1,0,3033,1981,900,152,1830,170585,58,0,9,0,3,15,10,5,1,22,30,47
24017850708,"Census Tract 8507.08, Charles County",Maryland,"Charles County",2,1,0,0,3089,2078,726,285,1951,156537,65,0,7,0,1,17,9,1,3,28,29,40
24017850709,"Census Tract 8507.09, Charles County",Maryland,"Charles County",2,2,0,0,2306,1784,410,112,2757,112443,72,0,3,0,4,17,4,0,5,21,34,40
24017850710,"Census Tract 8507.10, Charles County",Maryland,"Charles County",2,1,0,0,2890,2144,671,75,2100,159177,60,0,2,0,3,22,10,3,2,7,50,41
24017850711,"Census Tract 8507.11, Charles County",Maryland,"Charles County",2,1,0,0,2394,1905,455,34,1974,130201,57,1,10,0,14,13,4,1,2,21,37,39
24017850712,"Census Tract 8507.12, Charles County",Maryland,"Charles County",2,1,1,0,3177,2024,797,356,1795,155980,44,0,3,0,1,38,10,3,5,11,43,42
24017850713,"Census Tract 8507.13, Charles County",Maryland,"Charles County",2,1,0,0,3290,2216,779,295,2882,173590,60,1,6,0,0,21,10,1,4,24,32,40
24017850801,"Census Tract 8508.01, Charles County",Maryland,"Charles County",3,1,0,1,3365,1980,557,828,1624,132571,42,0,1,0,8,39,5,3,11,28,34,26
24017850802,"Census Tract 8508.02, Charles County",Maryland,"Charles County",2,2,0,0,2675,1969,398,308,2245,123935,52,3,2,0,1,25,9,8,2,26,39,33
24017850901,"Census Tract 8509.01, Charles County",Maryland,"Charles County",3,2,0,0,2299,1900,272,127,2145,82668,63,1,2,0,0,20,11,3,12,35,28,26
24017850902,"Census Tract 8509.02, Charles County",Maryland,"Charles County",2,2,0,0,2694,1982,589,123,1733,129142,54,0,1,0,1,32,12,0,2,38,28,32
24017850904,"Census Tract 8509.04, Charles County",Maryland,"Charles County",2,1,1,0,2700,1760,774,166,4644,150652,69,0,3,0,1,17,6,4,1,15,39,45
24017850905,"Census Tract 8509.05, Charles County",Maryland,"Charles County",2,2,0,0,2555,2136,241,178,1370,114490,62,0,0,0,2,31,4,0,2,30,29,39
24017850906,"Census Tract 8509.06, Charles County",Maryland,"Charles County",2,2,0,1,2519,1823,128,568,2081,102543,58,0,4,0,9,12,9,7,8,31,39,22
24017851001,"Census Tract 8510.01, Charles County",Maryland,"Charles County",2,1,0,0,3098,2122,529,447,1267,143580,32,0,1,0,5,56,4,2,3,24,37,36
24017851003,"Census Tract 8510.03, Charles County",Maryland,"Charles County",2,1,0,0,3479,2473,493,513,1463,170077,17,0,5,0,2,72,4,1,0,14,42,44
24017851004,"Census Tract 8510.04, Charles County",Maryland,"Charles County",2,2,0,0,2286,1888,276,122,2145,112585,41,1,3,0,4,48,3,0,8,25,32,35
24017851100,"Census Tract 8511, Charles County",Maryland,"Charles County",2,1,0,0,3521,2405,385,731,995,184152,8,0,10,0,1,73,8,0,2,26,40,32
24017851200,"Census Tract 8512, Charles County",Maryland,"Charles County",3,2,0,0,3504,2752,335,417,1861,132809,12,3,1,0,2,73,7,1,6,41,27,27
24017851301,"Census Tract 8513.01, Charles County",Maryland,"Charles County",2,2,0,0,3691,2544,413,734,1640,161696,6,0,1,0,1,86,7,0,9,27,34,30
24017851302,"Census Tract 8513.02, Charles County",Maryland,"Charles County",2,2,0,0,3606,2379,490,737,1478,158145,22,0,6,0,0,62,9,0,3,23,37,37
24017851401,"Census Tract 8514.01, Charles County",Maryland,"Charles County",2,1,0,0,3612,2436,577,599,998,168292,39,0,3,0,1,44,13,0,4,21,41,34
24017851402,"Census Tract 8514.02, Charles County",Maryland,"Charles County",2,2,0,0,3344,2369,412,563,1350,157167,29,2,0,0,1,52,15,0,3,25,43,30
24017851403,"Census Tract 8514.03, Charles County",Maryland,"Charles County",3,2,0,1,3590,2351,283,956,607,129294,23,1,0,0,0,57,19,0,6,28,22,44
24017851501,"Census Tract 8515.01, Charles County",Maryland,"Charles County",2,1,0,0,2272,1692,561,19,1700,137106,70,0,0,0,3,24,3,1,6,12,34,49
24017851502,"Census Tract 8515.02, Charles County",Maryland,"Charles County",2,1,0,0,2399,1774,529,96,2234,129042,68,0,1,0,0,21,8,2,4,27,27,42
24019970100,"Census Tract 9701, Dorchester County",Maryland,"Dorchester County",4,2,1,1,3680,2287,602,791,1239,95543,19,0,1,0,3,71,4,2,11,47,32,11
24019970200,"Census Tract 9702, Dorchester County",Maryland,"Dorchester County",4,3,1,0,3213,2215,579,419,2101,84736,26,0,1,0,1,63,4,6,17,40,31,12
24019970300,"Census Tract 9703, Dorchester County",Maryland,"Dorchester County",4,2,1,1,3439,2279,620,540,1703,93972,5,0,0,0,1,82,6,7,9,43,21,27
24019970400,"Census Tract 9704, Dorchester County",Maryland,"Dorchester County",2,2,0,0,2275,1745,202,328,1527,95328,23,0,1,0,0,62,14,0,4,34,27,35
24019970500,"Census Tract 9705, Dorchester County",Maryland,"Dorchester County",4,3,0,0,2069,1737,97,235,1563,50702,61,0,0,0,1,21,5,11,20,30,34,15
24019970600,"Census Tract 9706, Dorchester County",Maryland,"Dorchester County",4,3,0,0,2497,1926,256,315,2081,67903,45,0,5,0,3,34,12,0,7,41,34,19
24019970702,"Census Tract 9707.02, Dorchester County",Maryland,"Dorchester County",3,2,0,1,3204,2018,488,698,1726,110510,9,0,1,0,1,82,4,3,4,32,27,37
24019970804,"Census Tract 9708.04, Dorchester County",Maryland,"Dorchester County",3,2,1,1,3589,2241,596,752,808,113015,4,0,1,0,0,95,0,0,10,34,31,25
24019970900,"Census Tract 9709, Dorchester County",Maryland,"Dorchester County",5,3,1,1,3724,2089,889,746,468,79029,15,0,2,0,0,78,5,0,12,51,24,13
24021740200,"Census Tract 7402, Frederick County",Maryland,"Frederick County",2,1,0,0,2589,1631,519,439,1958,162023,5,0,3,0,2,80,9,1,2,20,34,45
24021750100,"Census Tract 7501, Frederick County",Maryland,"Frederick County",3,2,1,0,2068,1261,440,367,881,78476,4,2,1,0,0,85,7,1,4,28,22,45
24021750200,"Census Tract 7502, Frederick County",Maryland,"Frederick County",2,1,0,0,1919,1081,436,402,1119,108375,7,0,3,0,4,81,5,0,4,8,20,68
24021750300,"Census Tract 7503, Frederick County",Maryland,"Frederick County",2,1,1,0,1937,1184,521,232,928,99337,25,0,1,0,4,66,4,0,13,13,30,43
24021750504,"Census Tract 7505.04, Frederick County",Maryland,"Frederick County",1,1,0,0,1558,1200,353,5,2223,106646,22,0,7,0,18,42,6,5,6,19,29,47
24021750505,"Census Tract 7505.05, Frederick County",Maryland,"Frederick County",2,1,0,0,1592,1271,319,2,2717,93840,13,0,10,0,30,32,12,4,22,12,37,29
24021750506,"Census Tract 7505.06, Frederick County",Maryland,"Frederick County",1,1,0,0,2135,1522,417,196,1352,147114,15,0,6,0,11,41,20,7,12,24,24,40
24021750507,"Census Tract 7505.07, Frederick County",Maryland,"Frederick County",2,2,0,0,1727,1458,213,56,1448,86230,16,0,4,0,16,23,21,20,35,26,32,8
24021750508,"Census Tract 7505.08, Frederick County",Maryland,"Frederick County",2,1,0,0,1590,1166,389,35,1753,89500,41,0,2,0,7,33,12,3,4,22,40,33
24021750600,"Census Tract 7506, Frederick County",Maryland,"Frederick County",2,1,0,0,2632,1339,769,524,1011,169798,6,0,1,0,2,90,1,0,4,6,18,73
24021750701,"Census Tract 7507.01, Frederick County",Maryland,"Frederick County",1,1,0,0,1945,1437,496,12,1864,144331,21,0,5,0,4,46,19,4,9,21,28,42
24021750702,"Census Tract 7507.02, Frederick County",Maryland,"Frederick County",2,1,0,0,1571,1120,315,136,1858,95994,14,0,1,0,1,58,23,3,18,24,22,36
24021750801,"Census Tract 7508.01, Frederick County",Maryland,"Frederick County",2,1,0,0,1598,1079,240,279,1771,84100,12,0,2,0,1,63,19,3,3,35,24,37
24021750802,"Census Tract 7508.02, Frederick County",Maryland,"Frederick County",1,1,0,0,1704,1027,608,69,2710,139217,17,1,5,0,3,68,2,3,1,12,23,64
24021750804,"Census Tract 7508.04, Frederick County",Maryland,"Frederick County",1,1,0,0,2111,1266,585,260,1004,143531,17,0,5,0,2,63,4,9,4,8,30,59
24021750805,"Census Tract 7508.05, Frederick County",Maryland,"Frederick County",1,1,0,0,1718,1187,524,7,1839,139381,20,0,2,0,2,65,12,0,1,11,20,68
24021751001,"Census Tract 7510.01, Frederick County",Maryland,"Frederick County",1,1,1,0,1759,1097,661,1,664,123280,15,1,16,0,2,43,19,4,4,13,24,59
24021751002,"Census Tract 7510.02, Frederick County",Maryland,"Frederick County",1,1,0,0,1818,1380,395,43,2418,128640,11,0,11,0,7,58,12,0,3,25,28,44
24021751003,"Census Tract 7510.03, Frederick County",Maryland,"Frederick County",1,1,0,0,1563,1139,420,4,2086,114047,18,2,8,0,6,53,9,3,6,29,22,42
24021751004,"Census Tract 7510.04, Frederick County",Maryland,"Frederick County",1,1,0,0,1794,1163,412,219,2148,136104,21,0,7,0,5,50,9,7,6,13,30,51
24021751201,"Census Tract 7512.01, Frederick County",Maryland,"Frederick County",1,1,0,0,2545,1412,638,495,2006,172675,13,0,7,0,3,70,6,1,1,13,26,61
24021751202,"Census Tract 7512.02, Frederick County",Maryland,"Frederick County",1,1,0,0,1641,1044,556,41,2813,125219,12,0,7,0,2,70,4,5,3,13,25,60
24021751203,"Census Tract 7512.03, Frederick County",Maryland,"Frederick County",2,1,0,1,2866,1462,352,1052,795,142804,6,0,1,0,0,88,2,3,5,17,19,58
24021751301,"Census Tract 7513.01, Frederick County",Maryland,"Frederick County",2,1,0,0,2280,1370,464,446,1940,141016,13,1,3,0,9,62,11,0,5,21,25,49
24021751302,"Census Tract 7513.02, Frederick County",Maryland,"Frederick County",2,1,0,1,3299,1637,658,1004,1266,152083,0,0,1,0,0,89,10,0,8,44,20,28
24021751600,"Census Tract 7516, Frederick County",Maryland,"Frederick County",3,1,0,1,3181,1735,286,1160,1079,122309,1,0,2,0,1,90,4,1,7,39,27,26
24021751701,"Census Tract 7517.01, Frederick County",Maryland,"Frederick County",2,1,0,1,2614,1595,203,816,915,143674,1,0,0,0,3,94,1,0,10,26,34,30
24021751702,"Census Tract 7517.02, Frederick County",Maryland,"Frederick County",2,1,0,1,3113,1703,326,1084,1386,135723,1,0,2,0,1,89,7,0,6,27,30,37
24021751801,"Census Tract 7518.01, Frederick County",Maryland,"Frederick County",1,1,0,0,2446,1579,737,130,1728,183127,3,1,3,0,0,83,9,1,2,11,23,63
24021751802,"Census Tract 7518.02, Frederick County",Maryland,"Frederick County",2,1,0,0,2631,1778,409,444,1364,173186,2,0,0,0,0,95,3,0,4,15,22,59
24021751902,"Census Tract 7519.02, Frederick County",Maryland,"Frederick County",1,1,0,0,2045,1182,728,135,2108,156534,7,0,0,0,4,81,7,0,1,14,25,61
24021751903,"Census Tract 7519.03, Frederick County",Maryland,"Frederick County",1,1,0,0,2822,1732,634,456,2326,194476,8,0,2,0,2,83,4,1,0,17,28,55
24021751904,"Census Tract 7519.04, Frederick County",Maryland,"Frederick County",1,1,0,0,2478,1526,688,264,1402,195588,12,0,9,0,1,73,4,1,1,16,21,61
24021751905,"Census Tract 7519.05, Frederick County",Maryland,"Frederick County",1,1,0,0,2106,1617,439,50,1202,172951,4,0,11,0,1,74,10,0,1,17,15,68
24021751906,"Census Tract 7519.06, Frederick County",Maryland,"Frederick County",1,1,0,0,2253,1450,534,269,840,162213,4,0,2,0,1,88,3,0,1,20,28,51
24021752001,"Census Tract 7520.01, Frederick County",Maryland,"Frederick County",1,1,0,0,2319,1758,370,191,1624,179696,4,0,1,0,5,84,6,0,3,11,30,56
24021752101,"Census Tract 7521.01, Frederick County",Maryland,"Frederick County",1,1,0,0,2585,1664,723,198,1154,191873,3,0,10,0,2,77,7,1,1,14,17,68
24021752102,"Census Tract 7521.02, Frederick County",Maryland,"Frederick County",1,1,0,0,2517,1757,608,152,2156,193262,12,0,11,0,4,68,4,1,4,11,24,61
24021752201,"Census Tract 7522.01, Frederick County",Maryland,"Frederick County",2,1,0,1,3386,1798,751,837,835,167347,6,0,2,0,1,81,8,2,6,20,25,50
24021752202,"Census Tract 7522.02, Frederick County",Maryland,"Frederick County",1,1,1,0,2299,1338,953,8,1205,188059,15,0,15,0,9,51,8,1,0,18,13,70
24021752205,"Census Tract 7522.05, Frederick County",Maryland,"Frederick County",1,1,1,0,2692,1512,1113,67,1034,202666,18,0,22,0,5,35,18,2,2,13,9,76
24021752206,"Census Tract 7522.06, Frederick County",Maryland,"Frederick County",1,1,0,0,2250,1389,762,99,2002,188084,9,0,15,0,3,54,16,2,3,5,23,69
24021752301,"Census Tract 7523.01, Frederick County",Maryland,"Frederick County",1,1,0,0,1747,1140,579,28,2435,137714,19,0,12,0,6,49,10,4,1,20,21,58
24021752302,"Census Tract 7523.02, Frederick County",Maryland,"Frederick County",2,1,0,0,2877,1625,755,497,1493,182424,4,0,3,0,4,82,6,0,5,13,24,58
24021752303,"Census Tract 7523.03, Frederick County",Maryland,"Frederick County",2,1,0,0,2607,1635,741,231,1141,166869,10,0,8,0,1,71,8,2,5,16,30,48
24021752501,"Census Tract 7525.01, Frederick County",Maryland,"Frederick County",2,1,0,0,2605,1650,612,343,1852,154451,3,0,1,0,2,79,9,6,9,23,31,38
24021752502,"Census Tract 7525.02, Frederick County",Maryland,"Frederick County",2,1,0,0,2743,1845,374,524,987,173012,3,0,2,0,0,91,4,0,2,22,23,53
